,Starters,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,team,game_id
8,Chanaya Pinto,18,1,2,.500,1,2,.500,0,0,,0,0,,0,2,2,0,1,0,1,1,2,penn-state,2024-02-22-18-penn-state
9,Alli Campbell,18,2,3,.667,2,2,1.000,0,1,.000,0,0,,1,3,4,1,0,0,0,0,4,penn-state,2024-02-22-18-penn-state
10,Grace Hall,15,1,1,1.000,1,1,1.000,0,0,,0,0,,0,2,2,0,1,3,0,2,2,penn-state,2024-02-22-18-penn-state
11,Kylie Lavelle,11,2,2,1.000,2,2,1.000,0,0,,0,0,,0,0,0,1,1,1,2,0,4,penn-state,2024-02-22-18-penn-state
0,Bri McDaniel,40,8,17,.471,7,14,.500,1,3,.333,4,5,.800,0,4,4,2,3,0,5,3,21,maryland,2024-02-25-14-ohio-state
1,Jakia Brown-Turner,38,4,11,.364,4,11,.364,0,0,,2,2,1.000,3,3,6,4,0,0,2,4,10,maryland,2024-02-25-14-ohio-state
2,Faith Masonius,32,3,5,.600,3,5,.600,0,0,,2,2,1.000,2,2,4,1,0,0,0,1,8,maryland,2024-02-25-14-ohio-state
3,Shyanne Sellers,28,2,10,.200,2,9,.222,0,1,.000,3,4,.750,0,4,4,5,0,0,2,3,7,maryland,2024-02-25-14-ohio-state
4,Brinae Alexander,27,5,9,.556,0,0,,5,9,.556,1,2,.500,1,4,5,0,1,0,3,3,16,maryland,2024-02-25-14-ohio-state
6,Emily Fisher,21,2,4,.500,2,4,.500,0,0,,0,1,.000,0,4,4,1,0,0,1,2,4,maryland,2024-02-25-14-ohio-state
7,Allie Kubek,14,0,2,.000,0,2,.000,0,0,,0,0,,1,0,1,1,0,0,2,2,0,maryland,2024-02-25-14-ohio-state
0,Celeste Taylor,38,7,14,.500,4,7,.571,3,7,.429,3,4,.750,0,5,5,2,3,0,3,1,20,ohio-state,2024-02-25-14-ohio-state
1,Jacy Sheldon,34,6,12,.500,4,6,.667,2,6,.333,3,4,.750,2,3,5,6,1,1,1,3,17,ohio-state,2024-02-25-14-ohio-state
2,Taylor Thierry,31,4,5,.800,4,5,.800,0,0,,2,2,1.000,1,5,6,1,1,0,0,3,10,ohio-state,2024-02-25-14-ohio-state
3,Cotie McMahon,29,5,12,.417,4,8,.500,1,4,.250,4,4,1.000,0,5,5,3,1,1,2,4,15,ohio-state,2024-02-25-14-ohio-state
4,Rebeka Mikulasikova,28,4,6,.667,3,3,1.000,1,3,.333,2,2,1.000,0,3,3,2,0,1,1,1,11,ohio-state,2024-02-25-14-ohio-state
6,Rikki Harris,21,2,5,.400,0,0,,2,5,.400,0,0,,0,2,2,1,1,0,0,2,6,ohio-state,2024-02-25-14-ohio-state
7,Madison Greene,12,0,1,.000,0,0,,0,1,.000,0,0,,0,1,1,1,3,0,1,0,0,ohio-state,2024-02-25-14-ohio-state
8,Taiyier Parks,6,0,1,.000,0,1,.000,0,0,,0,0,,0,0,0,0,0,0,0,0,0,ohio-state,2024-02-25-14-ohio-state
9,Eboni Walker,2,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,1,0,0,ohio-state,2024-02-25-14-ohio-state
0,Laila Phelia,38,5,11,.455,5,8,.625,0,3,.000,3,4,.750,2,3,5,3,0,0,2,3,13,michigan,2024-02-28-19-ohio-state
1,Elissa Brett,34,2,5,.400,2,3,.667,0,2,.000,4,4,1.000,2,5,7,2,1,0,5,2,8,michigan,2024-02-28-19-ohio-state
2,Jordan Hobbs,34,4,7,.571,1,3,.333,3,4,.750,0,0,,0,5,5,2,1,0,7,3,11,michigan,2024-02-28-19-ohio-state
3,Lauren Hansen,30,3,9,.333,2,6,.333,1,3,.333,2,2,1.000,1,1,2,1,1,1,3,2,9,michigan,2024-02-28-19-ohio-state
4,Chyra Evans,20,1,3,.333,1,2,.500,0,1,.000,0,0,,1,3,4,1,1,0,3,0,2,michigan,2024-02-28-19-ohio-state
6,Cameron Williams,20,4,7,.571,4,7,.571,0,0,,0,0,,2,3,5,0,0,0,5,3,8,michigan,2024-02-28-19-ohio-state
7,Elise Stuck,12,0,1,.000,0,1,.000,0,0,,0,0,,0,1,1,0,2,0,3,3,0,michigan,2024-02-28-19-ohio-state
8,Taylor Woodson,7,0,1,.000,0,1,.000,0,0,,0,0,,0,0,0,0,0,0,0,0,0,michigan,2024-02-28-19-ohio-state
9,Alyssa Crockett,4,0,0,,0,0,,0,0,,0,0,,0,1,1,1,0,0,0,0,0,michigan,2024-02-28-19-ohio-state
10,Greta Kampschroeder,2,0,2,.000,0,0,,0,2,.000,0,0,,0,0,0,0,0,0,0,0,0,michigan,2024-02-28-19-ohio-state
0,Jacy Sheldon,40,8,14,.571,4,8,.500,4,6,.667,2,2,1.000,0,3,3,3,3,0,2,0,22,ohio-state,2024-02-28-19-ohio-state
1,Cotie McMahon,31,7,12,.583,7,11,.636,0,1,.000,4,8,.500,2,5,7,3,0,2,3,2,18,ohio-state,2024-02-28-19-ohio-state
2,Taylor Thierry,30,4,6,.667,4,5,.800,0,1,.000,0,0,,2,2,4,2,4,0,0,0,8,ohio-state,2024-02-28-19-ohio-state
3,Celeste Taylor,29,4,8,.500,3,6,.500,1,2,.500,3,5,.600,0,2,2,6,4,1,4,2,12,ohio-state,2024-02-28-19-ohio-state
4,Rebeka Mikulasikova,28,1,6,.167,0,2,.000,1,4,.250,0,0,,0,4,4,1,0,0,2,4,3,ohio-state,2024-02-28-19-ohio-state
6,Taiyier Parks,13,1,3,.333,1,3,.333,0,0,,2,2,1.000,1,1,2,0,2,0,2,4,4,ohio-state,2024-02-28-19-ohio-state
7,Rikki Harris,13,0,3,.000,0,0,,0,3,.000,0,0,,0,0,0,2,4,0,1,3,0,ohio-state,2024-02-28-19-ohio-state
8,Madison Greene,11,0,1,.000,0,1,.000,0,0,,0,0,,0,0,0,1,1,0,1,1,0,ohio-state,2024-02-28-19-ohio-state
9,Emma Shumate,5,0,2,.000,0,0,,0,2,.000,0,0,,0,0,0,0,1,1,0,1,0,ohio-state,2024-02-28-19-ohio-state
0,Jacy Sheldon,40,9,17,.529,5,10,.500,4,7,.571,2,2,1.000,1,1,2,9,2,0,1,4,24,ohio-state,2024-03-03-13-iowa
1,Cotie McMahon,35,5,11,.455,5,9,.556,0,2,.000,0,2,.000,1,4,5,1,1,0,3,4,10,ohio-state,2024-03-03-13-iowa
2,Taylor Thierry,35,5,8,.625,4,7,.571,1,1,1.000,0,2,.000,2,5,7,2,2,0,2,2,11,ohio-state,2024-03-03-13-iowa
3,Rebeka Mikulasikova,33,5,9,.556,1,1,1.000,4,8,.500,0,0,,1,7,8,3,0,1,4,3,14,ohio-state,2024-03-03-13-iowa
4,Celeste Taylor,26,4,10,.400,2,5,.400,2,5,.400,0,0,,0,3,3,3,1,0,4,4,10,ohio-state,2024-03-03-13-iowa
6,Rikki Harris,16,3,6,.500,1,2,.500,2,4,.500,1,2,.500,0,1,1,3,0,0,0,2,9,ohio-state,2024-03-03-13-iowa
7,Madison Greene,13,2,4,.500,1,1,1.000,1,3,.333,0,0,,0,0,0,1,2,0,1,2,5,ohio-state,2024-03-03-13-iowa
8,Taiyier Parks,2,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,2,0,ohio-state,2024-03-03-13-iowa
0,Caitlin Clark,39,10,26,.385,4,9,.444,6,17,.353,9,10,.900,0,6,6,9,3,0,5,3,35,iowa,2024-03-03-13-iowa
1,Kate Martin,37,5,10,.500,4,7,.571,1,3,.333,0,0,,0,9,9,2,1,0,1,0,11,iowa,2024-03-03-13-iowa
2,Gabbie Marshall,35,4,8,.500,0,1,.000,4,7,.571,0,1,.000,1,0,1,2,2,0,0,0,12,iowa,2024-03-03-13-iowa
3,Hannah Stuelke,32,9,12,.750,9,12,.750,0,0,,5,8,.625,6,3,9,2,0,1,5,3,23,iowa,2024-03-03-13-iowa
4,Molly Davis,8,0,0,,0,0,,0,0,,0,0,,0,3,3,1,1,0,1,1,0,iowa,2024-03-03-13-iowa
6,Sydney Affolter,23,2,4,.500,2,4,.500,0,0,,2,2,1.000,2,5,7,2,0,1,2,3,6,iowa,2024-03-03-13-iowa
7,Kylie Feuerbach,14,1,3,.333,1,2,.500,0,1,.000,2,2,1.000,0,0,0,2,4,1,2,1,4,iowa,2024-03-03-13-iowa
8,Addison O'Grady,7,1,1,1.000,1,1,1.000,0,0,,0,0,,0,0,0,0,0,0,0,0,2,iowa,2024-03-03-13-iowa
9,Taylor McCabe,4,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,iowa,2024-03-03-13-iowa
10,Sharon Goodman,0,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,iowa,2024-03-03-13-iowa
